81	0.232759	0.0858283
88	0.45	0.0838323
95	0.5	0.0918164
183	0.671429	0.111776
190	0.73	0.115768
197	0.79	0.113772
285	0.819841	0.121756
292	0.86	0.121756
299	0.89	0.121756
387	0.89127	0.121756
394	0.9	0.135729
482	0.92381	0.125749
489	0.93	0.123752
496	0.96	0.127745
584	0.945238	0.129741
591	0.95	0.123752
598	0.97	0.129741
686	0.965873	0.129741
693	0.94	0.129741
700	0.98	0.127745
